Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Pre Seed Round - Elite HRV,Pre-Seed,Seed,"$825,000","Mar 15, 2020",Elite HRV,"Elite HRV delivers real-time biomarker insights for stress, fitness, wellness, health, gaming, productivity, and more.","Digital Entertainment, Fitness, Health Care, Internet, Software",—,"Asheville, North Carolina, United States, North America",elitehrv.com,,"$9,877,989",Seed,4,Rudy Karsan,3
Pre Seed Round - Boober,Pre-Seed,Seed,"$330,000","Apr 21, 2020",Boober,Boober is the beloved marketplace for expectant and new parents,"Marketplace, Wellness","Women Founded, Women Led","Brooklyn, New York, United States, North America",getboober.com/,,"$530,000",Seed,2,—,—
Seed Round - Performa Labs,Seed,Seed,"$3,000,000","May 12, 2020",Performa Labs,"Performa Labs provides a software platform that allows faster, safer training for professionals with mission-critical careers.","Information Technology, Software, Travel",—,"Irvine, California, United States, North America",www.performalabs.com/,,"$7,635,000",Early Stage Venture,2,Wavemaker Partners,2
Pre Seed Round - Click Deal Buy!,Pre-Seed,Seed,"$225,000","Mar 25, 2020",Click Deal Buy!,"Click Deal Buy! specializes in the fields of artificial intelligence, machine learning, big data, and analytics.","Analytics, Artificial Intelligence, Big Data, E-Commerce, Machine Learning",—,"Freeport, Illinois, United States, North America",clickdealbuy.com,,"$1,872,500",Seed,6,—,—
Seed Round - B Team Construction,Seed,Seed,"$1,000,000","May 9, 2020",B Team Construction,Construction Technology Company,Construction,Hispanic / Latine Founded,"Tempe, Arizona, United States, North America",bteamconstruction.com,,"$1,000,000",Seed,1,—,0
Pre Seed Round - Rowzzy,Pre-Seed,Seed,"$250,000","Mar 30, 2020",Rowzzy,Innovators of NVU™  a  PaaS /A.I. Voice-to-Display solutions for eCommerce and  beyond.,"Artificial Intelligence, E-Commerce, Information Technology, Internet, Retail, Software",—,"San Francisco, California, United States, North America",www.rowzzy.com,,"$1,060,000",Seed,3,—,—
Pre Seed Round - RendezView,Pre-Seed,Seed,"$50,000","Apr 8, 2020",RendezView,RendezView is a software development company specializing in collaboration and communication technologies.,"Apps, Collaboration, Internet, Software",Hispanic / Latine Founded,"Honolulu, Hawaii, United States, North America",rendezview.io,,"$75,000",Seed,2,XLR8UH,1
Pre Seed Round - Fractal3,Pre-Seed,Seed,"$100,000","Apr 1, 2020",Fractal3,Shipping Container Homes & Buildings,"Commercial Real Estate, Construction, Green Building, Real Estate, Real Estate Investment, Smart Building",—,"Dillon, Colorado, United States, North America",Fractal3.co,,"$100,000",Seed,1,—,—
Seed Round - i2o Therapeutics,Seed,Seed,"$4,000,000","Apr 9, 2020",i2o Therapeutics,I2o Therapeutics is a biotech company that develops safe and effective oral formulations of therapies.,"Biotechnology, Health Care, Therapeutics",—,"Allston, Massachusetts, United States, North America",www.i2obio.com/,,"$90,439,921",Early Stage Venture,7,"JDRF T1D Fund, Sanofi Ventures",3
Seed Round - ColdSnap,Seed,Seed,"$2,500,000","Apr 14, 2020",ColdSnap,ColdSnap is a revolutionary system that is transforming the way frozen treats are produced and enjoyed.,Food and Beverage,—,"Billerica, Massachusetts, United States, North America",coldsnap.com/,,"$72,051,064",—,5,—,—
Seed Round - theklicker,Seed,Seed,"$3,600,000","Mar 31, 2020",theklicker,Theklicker is an e-commerce tool that provides a directory of products for consumers to efficiently buy online.,"E-Commerce, Information Services, Internet, Online Portals",Women Founded,"Palo Alto, California, United States, North America",theklicker.com/,,"$26,750,000",Early Stage Venture,10,—,—
Seed Round - WellPay,Seed,Seed,"$3,800,000","Apr 9, 2020",WellPay,WellPay is a platform that helps providers streamline and give a lot of context to patients around their billing.,"FinTech, Health Care, Software Engineering",—,"San Mateo, California, United States, North America",www.wellpay.com,,"$3,800,000",Seed,1,—,5
Seed Round - Omura,Seed,Seed,"$5,000,000","Apr 27, 2020",Omura,Omura is a next generation heat-not-burn platform for the consumption of whole flower cannabis and hemp CBD.,"Cannabis, Consumer Goods",—,"Venice, California, United States, North America",www.omura.com/,,"$5,000,000",Seed,2,Bruce Linton,1
Seed Round - Our Fair Share,Seed,Seed,"$600,000","Mar 27, 2020",Our Fair Share,Our Fair Share guides small business owners and nonprofits through the SBA loan programs.,Financial Services,—,"New York, New York, United States, North America",www.ourfairshare.com/,,"$600,000",Seed,1,JP Morgan Chase,1
Seed Round - Sown To Grow,Seed,Seed,"$315,500","Apr 16, 2020",Sown To Grow,Sown To Grow is a student goal-setting and reflection platform that fosters growth mindset and student agency.,"E-Learning, Education, Information Services",—,"Oakland, California, United States, North America",www.sowntogrow.com/,,"$2,301,036",Seed,6,—,—
Seed Round - SkillSoniq,Seed,Seed,"$100,000","Apr 17, 2020",SkillSoniq,"Connecting Companies with Skilled, Local freelancers using AI","Artificial Intelligence, Marketplace",—,"New York, New York, United States, North America",www.skillsoniq.com,,"$234,152",Seed,2,—,—
"Pre Seed Round - ZENNIE62MEDIA, Inc.",Pre-Seed,Seed,"$100,000","May 1, 2020","ZENNIE62MEDIA, Inc.","Zennie62Media is the CNN of the 21st Century, merging tech and media for better, faster, more efficient delivery via smartphones.","Blogging Platforms, Content, Digital Marketing, Media and Entertainment, News, Reputation, SEO, Social Media Marketing, Video Streaming",Black / African American Founded,"Fayetteville, Georgia, United States, North America",zennie62media.net,,"$100,000",Seed,1,—,—
Pre Seed Round - erim ventures,Pre-Seed,Seed,"$150,000","May 10, 2020",erim ventures,A Venture Studio investing in socially beneficial projects,"Financial Services, Health Care, Information Technology, Social Entrepreneurship, Social Network",—,"San Francisco, California, United States, North America",erim.ventures,,"$650,000",Seed,2,—,1
Pre Seed Round - Zumo Labs,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Zumo Labs,Zumo Labs uses game engines to produce synthetic training data for computer vision models.,"Artificial Intelligence, Big Data, Database, Machine Learning, Software",Women Founded,"San Francisco, California, United States, North America",zumolabs.ai,,"$150,000",Seed,1,Y Combinator,1
Seed Round - WorkClout,Seed,Seed,"$2,300,000","Apr 7, 2020",WorkClout,WorkClout is a SaaS company that helps manufacturers increase their operational efficiency.,"Manufacturing, SaaS, Software",—,"Los Angeles, California, United States, North America",www.workclout.com/,,"$2,450,000",M&A,3,Spider Capital,6
Pre Seed Round - Float,Pre-Seed,Seed,"$150,000","Mar 17, 2020",Float,Float is a global banking and treasury platform for businesses.,"Accounting, B2B, Banking, Finance, Financial Services, FinTech, Payments",—,"New York, New York, United States, North America",www.float.co,,"$17,150,000",Seed,5,Y Combinator,1
Seed Round - Alivia Analytics,Seed,Seed,"$280,000","Mar 26, 2020",Alivia Analytics,Alivia Analytics offers AI-driven payment integrity solutions for healthcare claim payers and processors.,"Analytics, Artificial Intelligence, Health Care, Machine Learning, Payments, Software",—,"Boston, Massachusetts, United States, North America",www.aliviaanalytics.com/,,"$280,000",Private Equity,2,—,—
Seed Round - API Tracker,Seed,Seed,"$150,000","Mar 16, 2020",API Tracker,API Tracker is a software company that specializes in tracking and managing APIs.,"Developer APIs, Information Technology, Software",—,"Mountain View, California, United States, North America",app.apitracker.com,,"$150,000",Seed,1,—,4
Seed Round - Glisten AI,Seed,Seed,"$150,000","Mar 16, 2020",Glisten AI,"Glisten AI cleans, enriches, and structures product and listing data.","Artificial Intelligence, Data Integration, Information Services, Machine Learning",Women Founded,"San Francisco, California, United States, North America",glisten.ai/,,"$150,000",Seed,1,—,6
Seed Round - Market Insight Out,Seed,Seed,"$850,000","Mar 18, 2020",Market Insight Out,Market Insight Out aggregates investment insight from a variety of sources while enabling efficient curation and seamless distribution.,"Information Services, Information Technology, Software",Women Founded,"New York, New York, United States, North America",www.myclout.com,,"$850,000",Seed,1,—,—
Seed Round - Nohbo,Seed,Seed,"$3,000,000","Mar 27, 2020",Nohbo,Nohbo operates as a sustainable beauty and personal care technology company.,"Beauty, Personal Health, Wellness",—,"Melbourne, Florida, United States, North America",nohbo.com,,"$3,000,000",Early Stage Venture,2,Material Impact,3
Seed Round - Cedar Recovery,Seed,Seed,"$750,000","May 1, 2020",Cedar Recovery,Cedar Recovery provides addiction treatment services that work to solve the opioid epidemic and repair communities.,"Health Care, Medical, Rehabilitation",—,"Mount Juliet, Tennessee, United States, North America",cedarrecovery.com/,,"$750,000",Seed,1,—,—
Seed Round - env0,Seed,Seed,"$3,300,000","Apr 21, 2020",env0,env0 is the first self-service cloud management platform for infrastructure as code (IaC) architecture,"Cloud Data Services, Information Services, Information Technology, SaaS, Software",—,"Sunnyvale, California, United States, North America",www.env0.com,,"$41,900,000",Early Stage Venture,4,"boldstart ventures, Grove Ventures",3
Seed Round - Black Buffalo,Seed,Seed,"$9,750,000","May 11, 2020",Black Buffalo,"Black Buffalo is a smokeless tobacco alternative that has the same texture, taste, aroma, and experience as traditional dipping products.","Consumer, Consumer Goods, Tobacco",—,"Chicago, Illinois, United States, North America",blackbuffalo.com/,,"$39,750,000",Early Stage Venture,2,—,3
Seed Round - Gemmist,Seed,Seed,"$3,500,000","Apr 3, 2020",Gemmist,Gemmist is a provider of personalized hair care recommendations and products.,"Beauty, Retail","Women Founded, Women Led","Seattle, Washington, United States, North America",www.gemmist.com/,,"$6,950,000",—,3,—,—
Seed Round - Click Spray,Seed,Seed,"$2,000,000","Apr 1, 2020",Click Spray,Cannabis Mouth Spray,Cannabis,—,"Santa Monica, California, United States, North America",www.clickspray.com,,"$2,000,000",Seed,1,—,—
Pre Seed Round - Multiverse,Pre-Seed,Seed,"$150,000","Mar 16, 2020",Multiverse,Multiverse is a web-based social game and game creation platform that combines aspects of digital and physical games.,"Casual Games, Online Games","Black / African American Founded, Women Founded","Boston, Massachusetts, United States, North America",www.playmultiverse.com,,"$17,650,000",Early Stage Venture,2,Y Combinator,1
Pre Seed Round - Freterium,Pre-Seed,Seed,"$330,000","Apr 25, 2020",Freterium,"Freterium is a collaborative SaaS that connects organizations, people and technologies in the logistics value chain to help them move things","Information Technology, Logistics, SaaS, Software",—,"Walnut, California, United States, North America",www.freterium.com,,"$4,455,000",Seed,3,212 Founders,1
Seed Round - CHAMPtitles,Seed,Seed,"$5,000,000","Apr 8, 2020",CHAMPtitles,"SaaS solutions to create, manage and transfer digital vehicle titles for insurance carriers, lenders, state govt, vehicle retailers and OEMs","SaaS, Software",—,"Cleveland, Ohio, United States, North America",www.champtitles.com,,"$31,400,000",Early Stage Venture,4,John Benis,1
Seed Round - Twofold Spaces,Seed,Seed,"$300,000","Mar 16, 2020",Twofold Spaces,"Converting idle areas into productive, flexible and safe workspaces. Smart, zero footprint furniture for home and office space optimization.","Architecture, Commercial Real Estate, Construction, Furniture, Home Decor","Women Founded, Women Led","Portland, Oregon, United States, North America",twofoldspaces.com,,"$1,950,000",Seed,4,—,—
Seed Round - LexCheck,Seed,Seed,"$3,000,000","May 12, 2020",LexCheck,LexCheck uses computational linguistics technology to help improve the preparation of legal documents and other literature.,"Artificial Intelligence, Contact Management, Legal Tech, Machine Learning, SaaS",—,"New York, New York, United States, North America",www.lexcheck.com/,,"$25,000,000",Early Stage Venture,4,Kli Capital,3
Seed Round - Axis Security,Seed,Seed,"$3,000,000","Mar 17, 2020",Axis Security,Axis Security is a cloud security company that makes it simple to secure access to business resources.,"Cloud Security, Cyber Security, Information Technology, Network Security, Software",—,"San Mateo, California, United States, North America",www.axissecurity.com,,"$99,500,000",M&A,5,Cyberstarts,1
Seed Round - Engage Technologies Group,Seed,Seed,"$4,500,000","Apr 15, 2020",Engage Technologies Group,Engage Technologies Group develops a mobile technology that offers a simplified method for patient engagement and clinical support.,"Health Care, Information Technology, mHealth",—,"Meridian, Idaho, United States, North America",engagetg.com/,,"$23,100,000",Early Stage Venture,2,—,—
Pre Seed Round - Mod Tech Labs,Pre-Seed,Seed,"$450,000","May 1, 2020",Mod Tech Labs,MOD helps entertainment and media companies scale universal 3D content creation with AI-powered automated workflows.,"3D Technology, Content, Film Production, Machine Learning, Media and Entertainment, Productivity Tools, Software","Women Founded, Women Led","Buffalo, New York, United States, North America",modtechlabs.com,,"$1,838,474",Seed,6,—,2
Pre Seed Round - Strobes Security Inc,Pre-Seed,Seed,"A$50,000","Mar 15, 2020",Strobes Security Inc,Risk-centered Vulnerability Management Platform,"Cyber Security, Information Technology, SaaS, Software",—,"Plano, Texas, United States, North America",strobes.co/,,"$760,894",Seed,4,—,1
